EPO;G_biom
EL4X_385;-0,0467477827971297
EL4X_387;-0,00546160962134254
EL4X_388;-0,0605503905540392
EL4X_394;0,00931573600895068
EL4X_395;-0,0110869166392256
EL4X_399;-0,0422201268933138
EL4X_40;0,0103176325456419
EL4X_401;-0,00437040741515981
EL4X_402;0,0159632409153372
EL4X_407;-0,0378109744195416
EL4X_41;-0,0587894221354246
EL4X_410;0,0211717108886359
EL4X_412;-0,000588737202654192
EL4X_415;0,0103897197105817
EL4X_416;-0,0720121520400979
EL4X_423;-0,0118318378771688
EL4X_426;0,0168266732265732
EL4X_427;0,0171485523171054
EL4X_428;-0,022974727775496
EL4X_435;0,0101925884254077
EL4X_436;-0,0178059950385189
EL4X_441;0,0116442588562075
EL4X_444;-0,0149015263749576
EL4X_447;0,0192725134285352
EL4X_451;-0,00587598422115505
EL4X_453;-0,00739187783502585
EL4X_459;0,0291446378352801
EL4X_460;-0,0124749655495642
EL4X_461;0,0401189011226854
EL4X_462;0,0305365279169996
EL4X_464;-0,00810965702880865
EL4X_465;0,00657707231317532
EL4X_469;0,00272264029863954
EL4X_470;-0,00205822437417185
EL4X_474;-0,0126724262931123
EL4X_476;-0,00368431130306294
EL4X_480;0,00158306539454314
EL4X_482;-0,0283645646241022
EL4X_483;-0,0240352074955142
EL4X_485;-0,0028727204914842
EL4X_486;0,0447222063322867
EL4X_488;-0,0277300056383635
EL4X_489;0,0677290201346716
EL4X_49;-0,0306838185633109
EL4X_504;0,0324106860061021
EL4X_59;-0,0396052781707418
EL4X_6;-0,00974338178992918
EL4X_65;-0,030458018502629
EL4X_68;-0,0332299235025698
EL4X_69;0,0126961936120596
EL4X_70;0,012545398221634
EL4X_72;-0,0147795771389172
EL4X_73;0,00671950465706739
EL4X_74;0,0400453193661397
EL4X_77;0,0192470832820434
EL4X_85;0,00606521433911195
EL4X_89;0,00770162307933331
EL4X_9;-0,0337100018600567
EL4X_92;-0,0530590579951041
EL4X_94;-0,023889938090391
EL4X_96;-0,0576674750775097
EL4X_99;0,00537913143870272
GQ4X_10;-0,0378796278895834
GQ4X_112;0,0222732961783708
GQ4X_116;-0,0293528116162823
GQ4X_119;0,00400607827116409
GQ4X_126;0,124258518626641
GQ4X_138;-0,0221507183651355
GQ4X_139;0,00394797665171895
GQ4X_140;-0,0279197842393229
GQ4X_149;-0,00420394823806085
GQ4X_166;0,0310785331257121
GQ4X_175;0,0466299568430348
GQ4X_4;0,00144666449291251
GQ4X_5;0,025537728928957
GQ4X_67;-0,0582427558269004
GQ4X_75;0,0235603576655261
GQ4X_76;0,0250004773296534
GQ4X_82;0,0422357584051598
GQ4X_91;-0,0100987982833333
GQ4X_95;0,00196195896822551
PESCADOU;0,0207658883632304
SCULPTUR;-0,0167435967050013
